condition,distortion_type,level,mean_snr_db,class_name,map50,map50_95
distorted,low_light,3,4.18,dog,0.83,0.6485
distorted,low_light,3,4.18,horse,0.995,0.745
distorted,low_light,3,4.18,elephant,0.8283,0.3903
distorted,low_light,3,4.18,zebra,0.995,0.995
distorted,low_light,3,4.18,giraffe,0.8346,0.5294
distorted,low_light,3,4.18,umbrella,0.2744,0.247
distorted,low_light,3,4.18,handbag,0.0075,0.006
distorted,low_light,3,4.18,skateboard,0.1117,0.0625
distorted,low_light,3,4.18,bottle,0.3317,0.2985
distorted,low_light,3,4.18,cup,0.1726,0.1114
distorted,low_light,3,4.18,fork,0.5617,0.4522
distorted,low_light,3,4.18,knife,0.7956,0.6006
distorted,low_light,3,4.18,spoon,0.995,0.796
distorted,low_light,3,4.18,bowl,0.995,0.7953
distorted,low_light,3,4.18,banana,0.0905,0.0488
distorted,low_light,3,4.18,sandwich,0.2487,0.1492
distorted,low_light,3,4.18,orange,0.661,0.4872
distorted,low_light,3,4.18,broccoli,0.995,0.995
distorted,low_light,3,4.18,pizza,0.995,0.398
distorted,low_light,3,4.18,cake,0.71,0.6255
distorted,low_light,3,4.18,chair,0.3687,0.2743
distorted,low_light,3,4.18,potted plant,0.6791,0.4828
distorted,low_light,3,4.18,bed,0.995,0.6965
distorted,low_light,3,4.18,dining table,0.3836,0.2762
distorted,low_light,3,4.18,microwave,0.0,0.0
distorted,low_light,3,4.18,oven,0.2475,0.2475
distorted,low_light,3,4.18,sink,0.995,0.6965
distorted,low_light,3,4.18,refrigerator,0.995,0.6965
distorted,low_light,3,4.18,book,0.7561,0.3674
distorted,low_light,3,4.18,clock,0.995,0.8072
distorted,low_light,3,4.18,vase,0.8283,0.7455
distorted,low_light,3,4.18,teddy bear,0.0,0.0
distorted,low_light,4,1.95,all,0.4518,0.3295
distorted,low_light,4,1.95,person,0.5366,0.2975
distorted,low_light,4,1.95,bicycle,0.995,0.8955
distorted,low_light,4,1.95,car,0.3037,0.1575
distorted,low_light,4,1.95,motorcycle,0.7269,0.4722
distorted,low_light,4,1.95,airplane,0.995,0.8955
distorted,low_light,4,1.95,train,0.995,0.8955
distorted,low_light,4,1.95,truck,0.3075,0.1167
distorted,low_light,4,1.95,stop sign,0.0,0.0
distorted,low_light,4,1.95,bench,0.2761,0.1854
distorted,low_light,4,1.95,bird,0.127,0.0378
distorted,low_light,4,1.95,dog,0.61,0.489
distorted,low_light,4,1.95,horse,0.995,0.3124
distorted,low_light,4,1.95,elephant,0.033,0.0066
distorted,low_light,4,1.95,zebra,0.995,0.995
distorted,low_light,4,1.95,giraffe,0.5244,0.3381
distorted,low_light,4,1.95,umbrella,0.245,0.2205
distorted,low_light,4,1.95,handbag,0.0,0.0
distorted,low_light,4,1.95,skateboard,0.0558,0.0407
distorted,low_light,4,1.95,bottle,0.4975,0.4975
distorted,low_light,4,1.95,cup,0.0362,0.0181
distorted,low_light,4,1.95,fork,0.495,0.4455
distorted,low_light,4,1.95,knife,0.6833,0.4988
distorted,low_light,4,1.95,spoon,0.0,0.0
distorted,low_light,4,1.95,bowl,0.7016,0.5237
distorted,low_light,4,1.95,banana,0.0905,0.0271
distorted,low_light,4,1.95,sandwich,0.1658,0.1327
distorted,low_light,4,1.95,orange,0.0907,0.0544
distorted,low_light,4,1.95,broccoli,0.995,0.995
distorted,low_light,4,1.95,pizza,0.0,0.0
distorted,low_light,4,1.95,cake,0.401,0.3609
distorted,low_light,4,1.95,chair,0.1683,0.1107
distorted,low_light,4,1.95,potted plant,0.4585,0.2526
distorted,low_light,4,1.95,bed,0.995,0.597
distorted,low_light,4,1.95,dining table,0.4818,0.2985
distorted,low_light,4,1.95,microwave,0.0,0.0
distorted,low_light,4,1.95,oven,0.2475,0.2475
distorted,low_light,4,1.95,sink,0.995,0.597
distorted,low_light,4,1.95,refrigerator,0.995,0.6965
distorted,low_light,4,1.95,book,0.4474,0.2293
distorted,low_light,4,1.95,clock,0.9125,0.5723
distorted,low_light,4,1.95,vase,0.398,0.3283
distorted,low_light,4,1.95,teddy bear,0.0,0.0
distorted,motion_blur,1,18.7,all,0.5649,0.4095
distorted,motion_blur,1,18.7,person,0.5174,0.3443
distorted,motion_blur,1,18.7,bicycle,0.995,0.8955
distorted,motion_blur,1,18.7,car,0.1808,0.1388
distorted,motion_blur,1,18.7,motorcycle,0.7171,0.4973
distorted,motion_blur,1,18.7,airplane,0.995,0.995
distorted,motion_blur,1,18.7,train,0.995,0.6965
distorted,motion_blur,1,18.7,truck,0.198,0.0928
distorted,motion_blur,1,18.7,stop sign,0.4975,0.2487
distorted,motion_blur,1,18.7,bench,0.0597,0.0294
distorted,motion_blur,1,18.7,bird,0.319,0.1775
distorted,motion_blur,1,18.7,dog,0.4175,0.4093
distorted,motion_blur,1,18.7,horse,0.8283,0.3161
distorted,motion_blur,1,18.7,elephant,0.1237,0.0407
distorted,motion_blur,1,18.7,zebra,0.995,0.995
distorted,motion_blur,1,18.7,giraffe,0.6317,0.3267
distorted,motion_blur,1,18.7,umbrella,0.2658,0.2372
distorted,motion_blur,1,18.7,handbag,0.2475,0.0248
distorted,motion_blur,1,18.7,skateboard,0.1675,0.0838
distorted,motion_blur,1,18.7,bottle,0.4975,0.4477
distorted,motion_blur,1,18.7,cup,0.1117,0.0883
distorted,motion_blur,1,18.7,fork,0.5617,0.4922
distorted,motion_blur,1,18.7,knife,0.7666,0.5572
distorted,motion_blur,1,18.7,spoon,0.995,0.8955
distorted,motion_blur,1,18.7,bowl,0.945,0.7405
distorted,motion_blur,1,18.7,banana,0.2487,0.0697
distorted,motion_blur,1,18.7,sandwich,0.4975,0.4975
distorted,motion_blur,1,18.7,orange,0.58,0.3394
distorted,motion_blur,1,18.7,broccoli,0.995,0.995
distorted,motion_blur,1,18.7,pizza,0.1658,0.0498
distorted,motion_blur,1,18.7,cake,0.775,0.7033
distorted,motion_blur,1,18.7,chair,0.4123,0.2638
distorted,motion_blur,1,18.7,potted plant,0.4277,0.2574
distorted,motion_blur,1,18.7,bed,0.995,0.6965
distorted,motion_blur,1,18.7,dining table,0.4097,0.2947
distorted,motion_blur,1,18.7,microwave,0.995,0.398
distorted,motion_blur,1,18.7,oven,0.495,0.495
distorted,motion_blur,1,18.7,sink,0.995,0.597
distorted,motion_blur,1,18.7,refrigerator,0.995,0.6965
distorted,motion_blur,1,18.7,book,0.5711,0.2966
distorted,motion_blur,1,18.7,clock,0.9125,0.639
distorted,motion_blur,1,18.7,vase,0.1374,0.1103
distorted,motion_blur,1,18.7,teddy bear,0.0905,0.0271
distorted,motion_blur,2,15.78,all,0.3276,0.2128
distorted,motion_blur,2,15.78,person,0.328,0.2023
distorted,motion_blur,2,15.78,bicycle,0.4975,0.398
distorted,motion_blur,2,15.78,car,0.0774,0.0523
distorted,motion_blur,2,15.78,motorcycle,0.3446,0.3398
distorted,motion_blur,2,15.78,airplane,0.995,0.8955
distorted,motion_blur,2,15.78,train,0.995,0.1379
distorted,motion_blur,2,15.78,truck,0.0,0.0
distorted,motion_blur,2,15.78,stop sign,0.0,0.0
distorted,motion_blur,2,15.78,bench,0.0,0.0
distorted,motion_blur,2,15.78,bird,0.3124,0.2158
distorted,motion_blur,2,15.78,dog,0.0168,0.0117
distorted,motion_blur,2,15.78,horse,0.745,0.3104
distorted,motion_blur,2,15.78,elephant,0.1237,0.0124
distorted,motion_blur,2,15.78,zebra,0.995,0.995
distorted,motion_blur,2,15.78,giraffe,0.4063,0.1704
distorted,motion_blur,2,15.78,umbrella,0.245,0.2205
distorted,motion_blur,2,15.78,handbag,0.0,0.0
distorted,motion_blur,2,15.78,skateboard,0.0,0.0
distorted,motion_blur,2,15.78,bottle,0.995,0.8955
distorted,motion_blur,2,15.78,cup,0.065,0.039
distorted,motion_blur,2,15.78,fork,0.495,0.396
distorted,motion_blur,2,15.78,knife,0.145,0.081
distorted,motion_blur,2,15.78,spoon,0.4975,0.398
distorted,motion_blur,2,15.78,bowl,0.6021,0.4879
distorted,motion_blur,2,15.78,banana,0.1421,0.064
distorted,motion_blur,2,15.78,sandwich,0.4975,0.398
distorted,motion_blur,2,15.78,orange,0.53,0.1974
distorted,motion_blur,2,15.78,broccoli,0.995,0.2587
distorted,motion_blur,2,15.78,pizza,0.199,0.1393
distorted,motion_blur,2,15.78,cake,0.335,0.3015
distorted,motion_blur,2,15.78,chair,0.141,0.0912
distorted,motion_blur,2,15.78,potted plant,0.0612,0.0245
distorted,motion_blur,2,15.78,bed,0.199,0.1194
distorted,motion_blur,2,15.78,dining table,0.285,0.193
distorted,motion_blur,2,15.78,microwave,0.0,0.0
distorted,motion_blur,2,15.78,oven,0.165,0.1485
distorted,motion_blur,2,15.78,sink,0.0,0.0
distorted,motion_blur,2,15.78,refrigerator,0.3317,0.199
distorted,motion_blur,2,15.78,book,0.0,0.0
distorted,motion_blur,2,15.78,clock,0.995,0.544
distorted,motion_blur,2,15.78,vase,0.0,0.0
distorted,motion_blur,2,15.78,teddy bear,0.0,0.0
distorted,motion_blur,3,13.83,all,0.1564,0.108
distorted,motion_blur,3,13.83,person,0.1158,0.0756
distorted,motion_blur,3,13.83,bicycle,0.199,0.0995
distorted,motion_blur,3,13.83,car,0.0656,0.0201
distorted,motion_blur,3,13.83,motorcycle,0.0475,0.0249
distorted,motion_blur,3,13.83,airplane,0.995,0.8955
distorted,motion_blur,3,13.83,train,0.0,0.0
distorted,motion_blur,3,13.83,truck,0.0,0.0
distorted,motion_blur,3,13.83,stop sign,0.0,0.0
distorted,motion_blur,3,13.83,bench,0.0,0.0
distorted,motion_blur,3,13.83,bird,0.0441,0.0239
distorted,motion_blur,3,13.83,dog,0.0,0.0
distorted,motion_blur,3,13.83,horse,0.0,0.0
distorted,motion_blur,3,13.83,elephant,0.0,0.0
distorted,motion_blur,3,13.83,zebra,0.995,0.8955
distorted,motion_blur,3,13.83,giraffe,0.3026,0.0701
distorted,motion_blur,3,13.83,umbrella,0.245,0.147
distorted,motion_blur,3,13.83,handbag,0.0,0.0
distorted,motion_blur,3,13.83,skateboard,0.0,0.0
distorted,motion_blur,3,13.83,bottle,0.1658,0.1327
distorted,motion_blur,3,13.83,cup,0.0,0.0
distorted,motion_blur,3,13.83,fork,0.545,0.3615
distorted,motion_blur,3,13.83,knife,0.0,0.0
distorted,motion_blur,3,13.83,spoon,0.0,0.0
distorted,motion_blur,3,13.83,bowl,0.161,0.1146
distorted,motion_blur,3,13.83,banana,0.4975,0.1095
distorted,motion_blur,3,13.83,sandwich,0.995,0.6965
distorted,motion_blur,3,13.83,orange,0.0,0.0
distorted,motion_blur,3,13.83,broccoli,0.0,0.0
distorted,motion_blur,3,13.83,pizza,0.0,0.0
distorted,motion_blur,3,13.83,cake,0.0,0.0
distorted,motion_blur,3,13.83,chair,0.0191,0.0066
distorted,motion_blur,3,13.83,potted plant,0.0272,0.0218
distorted,motion_blur,3,13.83,bed,0.199,0.1393
distorted,motion_blur,3,13.83,dining table,0.305,0.232
distorted,motion_blur,3,13.83,microwave,0.0,0.0
distorted,motion_blur,3,13.83,oven,0.2475,0.1732
distorted,motion_blur,3,13.83,sink,0.0,0.0
distorted,motion_blur,3,13.83,refrigerator,0.1658,0.1327
distorted,motion_blur,3,13.83,book,0.0,0.0
distorted,motion_blur,3,13.83,clock,0.2296,0.1655
distorted,motion_blur,3,13.83,vase,0.0,0.0
distorted,motion_blur,3,13.83,teddy bear,0.0,0.0
distorted,motion_blur,4,12.53,all,0.0914,0.055
distorted,motion_blur,4,12.53,person,0.053,0.0165
distorted,motion_blur,4,12.53,bicycle,0.0355,0.0142
distorted,motion_blur,4,12.53,car,0.0108,0.0034
distorted,motion_blur,4,12.53,motorcycle,0.0479,0.0287
distorted,motion_blur,4,12.53,airplane,0.995,0.796
distorted,motion_blur,4,12.53,train,0.0,0.0
distorted,motion_blur,4,12.53,truck,0.0,0.0
distorted,motion_blur,4,12.53,stop sign,0.0,0.0
distorted,motion_blur,4,12.53,bench,0.0,0.0
distorted,motion_blur,4,12.53,bird,0.0021,0.0004
distorted,motion_blur,4,12.53,dog,0.0,0.0
distorted,motion_blur,4,12.53,horse,0.0,0.0
distorted,motion_blur,4,12.53,elephant,0.0,0.0
distorted,motion_blur,4,12.53,zebra,0.4975,0.4477
distorted,motion_blur,4,12.53,giraffe,0.0244,0.0075
distorted,motion_blur,4,12.53,umbrella,0.245,0.123
distorted,motion_blur,4,12.53,handbag,0.0,0.0
distorted,motion_blur,4,12.53,skateboard,0.0,0.0
distorted,motion_blur,4,12.53,bottle,0.0,0.0
distorted,motion_blur,4,12.53,cup,0.0,0.0
distorted,motion_blur,4,12.53,fork,0.165,0.0759
distorted,motion_blur,4,12.53,knife,0.0,0.0
distorted,motion_blur,4,12.53,spoon,0.0,0.0
distorted,motion_blur,4,12.53,bowl,0.035,0.0315
distorted,motion_blur,4,12.53,banana,0.3317,0.0788
distorted,motion_blur,4,12.53,sandwich,0.995,0.4975
distorted,motion_blur,4,12.53,orange,0.0,0.0
distorted,motion_blur,4,12.53,broccoli,0.0,0.0
distorted,motion_blur,4,12.53,pizza,0.0,0.0
distorted,motion_blur,4,12.53,cake,0.0,0.0
distorted,motion_blur,4,12.53,chair,0.0079,0.0016
distorted,motion_blur,4,12.53,potted plant,0.0,0.0
distorted,motion_blur,4,12.53,bed,0.1244,0.0871
distorted,motion_blur,4,12.53,dining table,0.2217,0.0731
distorted,motion_blur,4,12.53,microwave,0.0,0.0
distorted,motion_blur,4,12.53,oven,0.0,0.0
distorted,motion_blur,4,12.53,sink,0.0,0.0
distorted,motion_blur,4,12.53,refrigerator,0.0,0.0
distorted,motion_blur,4,12.53,book,0.0,0.0
distorted,motion_blur,4,12.53,clock,0.0475,0.0261
distorted,motion_blur,4,12.53,vase,0.0,0.0
distorted,motion_blur,4,12.53,teddy bear,0.0,0.0
enhanced,gaussian_noise,1,20.5,all,0.6712,0.4941
enhanced,gaussian_noise,1,20.5,person,0.6606,0.4285
enhanced,gaussian_noise,1,20.5,bicycle,0.995,0.995
enhanced,gaussian_noise,1,20.5,car,0.2965,0.2188
enhanced,gaussian_noise,1,20.5,motorcycle,0.995,0.6305
enhanced,gaussian_noise,1,20.5,airplane,0.995,0.8955
enhanced,gaussian_noise,1,20.5,train,0.995,0.8955
enhanced,gaussian_noise,1,20.5,truck,0.3908,0.2796
enhanced,gaussian_noise,1,20.5,stop sign,0.995,0.4477
enhanced,gaussian_noise,1,20.5,bench,0.2698,0.2004
enhanced,gaussian_noise,1,20.5,bird,0.6655,0.4042
enhanced,gaussian_noise,1,20.5,dog,0.7357,0.6155
enhanced,gaussian_noise,1,20.5,horse,0.995,0.6455
enhanced,gaussian_noise,1,20.5,elephant,0.745,0.322
enhanced,gaussian_noise,1,20.5,zebra,0.995,0.995
enhanced,gaussian_noise,1,20.5,giraffe,0.893,0.6913
enhanced,gaussian_noise,1,20.5,umbrella,0.3474,0.2743
enhanced,gaussian_noise,1,20.5,handbag,0.1253,0.0203
enhanced,gaussian_noise,1,20.5,skateboard,0.335,0.2345
enhanced,gaussian_noise,1,20.5,bottle,0.3317,0.2985
enhanced,gaussian_noise,1,20.5,cup,0.3071,0.1872
enhanced,gaussian_noise,1,20.5,fork,0.6617,0.5672
enhanced,gaussian_noise,1,20.5,knife,0.875,0.6619
enhanced,gaussian_noise,1,20.5,spoon,0.995,0.8955
enhanced,gaussian_noise,1,20.5,bowl,0.995,0.7766
enhanced,gaussian_noise,1,20.5,banana,0.1244,0.0325
enhanced,gaussian_noise,1,20.5,sandwich,0.199,0.1393
enhanced,gaussian_noise,1,20.5,orange,0.995,0.6877
enhanced,gaussian_noise,1,20.5,broccoli,0.995,0.995
enhanced,gaussian_noise,1,20.5,pizza,0.4975,0.3483
enhanced,gaussian_noise,1,20.5,cake,0.83,0.7032
enhanced,gaussian_noise,1,20.5,chair,0.4903,0.2577
enhanced,gaussian_noise,1,20.5,potted plant,0.7172,0.5001
enhanced,gaussian_noise,1,20.5,bed,0.995,0.6965
enhanced,gaussian_noise,1,20.5,dining table,0.4528,0.316
enhanced,gaussian_noise,1,20.5,microwave,0.995,0.4975
enhanced,gaussian_noise,1,20.5,oven,0.495,0.495
enhanced,gaussian_noise,1,20.5,sink,0.995,0.597
enhanced,gaussian_noise,1,20.5,refrigerator,0.995,0.597
enhanced,gaussian_noise,1,20.5,book,0.6676,0.3348
enhanced,gaussian_noise,1,20.5,clock,0.863,0.7041
enhanced,gaussian_noise,1,20.5,vase,0.29,0.2672
enhanced,gaussian_noise,1,20.5,teddy bear,0.0,0.0
enhanced,gaussian_noise,2,19.24,all,0.5382,0.3834
enhanced,gaussian_noise,2,19.24,person,0.5456,0.3189
enhanced,gaussian_noise,2,19.24,bicycle,0.995,0.8955
enhanced,gaussian_noise,2,19.24,car,0.2828,0.2071
enhanced,gaussian_noise,2,19.24,motorcycle,0.995,0.553
enhanced,gaussian_noise,2,19.24,airplane,0.995,0.995
enhanced,gaussian_noise,2,19.24,train,0.995,0.8955
enhanced,gaussian_noise,2,19.24,truck,0.37,0.1975
enhanced,gaussian_noise,2,19.24,stop sign,0.3317,0.0663
enhanced,gaussian_noise,2,19.24,bench,0.0959,0.0418
enhanced,gaussian_noise,2,19.24,bird,0.5245,0.1935
enhanced,gaussian_noise,2,19.24,dog,0.1444,0.0923
enhanced,gaussian_noise,2,19.24,horse,0.995,0.53
enhanced,gaussian_noise,2,19.24,elephant,0.995,0.2514
enhanced,gaussian_noise,2,19.24,zebra,0.995,0.995
enhanced,gaussian_noise,2,19.24,giraffe,0.8792,0.6995
enhanced,gaussian_noise,2,19.24,umbrella,0.245,0.245
enhanced,gaussian_noise,2,19.24,handbag,0.1809,0.0677
enhanced,gaussian_noise,2,19.24,skateboard,0.0,0.0
enhanced,gaussian_noise,2,19.24,bottle,0.2487,0.2239
enhanced,gaussian_noise,2,19.24,cup,0.2448,0.1197
enhanced,gaussian_noise,2,19.24,fork,0.5664,0.482
enhanced,gaussian_noise,2,19.24,knife,0.829,0.5504
enhanced,gaussian_noise,2,19.24,spoon,0.995,0.8955
enhanced,gaussian_noise,2,19.24,bowl,0.945,0.8203
enhanced,gaussian_noise,2,19.24,banana,0.3317,0.1327
enhanced,gaussian_noise,2,19.24,sandwich,0.199,0.1592
enhanced,gaussian_noise,2,19.24,orange,0.496,0.3383
enhanced,gaussian_noise,2,19.24,broccoli,0.995,0.995
enhanced,gaussian_noise,2,19.24,pizza,0.995,0.6965
enhanced,gaussian_noise,2,19.24,cake,0.3325,0.2861
enhanced,gaussian_noise,2,19.24,chair,0.3297,0.2206
enhanced,gaussian_noise,2,19.24,potted plant,0.4344,0.2948
enhanced,gaussian_noise,2,19.24,bed,0.4975,0.2985
enhanced,gaussian_noise,2,19.24,dining table,0.4843,0.2805
enhanced,gaussian_noise,2,19.24,microwave,0.0,0.0
enhanced,gaussian_noise,2,19.24,oven,0.2475,0.2475
enhanced,gaussian_noise,2,19.24,sink,0.3317,0.1658
enhanced,gaussian_noise,2,19.24,refrigerator,0.995,0.597
enhanced,gaussian_noise,2,19.24,book,0.5097,0.2653
enhanced,gaussian_noise,2,19.24,clock,0.9125,0.6851
enhanced,gaussian_noise,2,19.24,vase,0.121,0.1012
enhanced,gaussian_noise,2,19.24,teddy bear,0.0,0.0
enhanced,gaussian_noise,3,17.35,all,0.3876,0.2592
enhanced,gaussian_noise,3,17.35,person,0.4155,0.2495
enhanced,gaussian_noise,3,17.35,bicycle,0.4975,0.4477
enhanced,gaussian_noise,3,17.35,car,0.2046,0.0983
enhanced,gaussian_noise,3,17.35,motorcycle,0.6886,0.3642
enhanced,gaussian_noise,3,17.35,airplane,0.995,0.8955
enhanced,gaussian_noise,3,17.35,train,0.995,0.3731
enhanced,gaussian_noise,3,17.35,truck,0.1642,0.0205
enhanced,gaussian_noise,3,17.35,stop sign,0.0,0.0
enhanced,gaussian_noise,3,17.35,bench,0.0061,0.0031
enhanced,gaussian_noise,3,17.35,bird,0.3005,0.0908
enhanced,gaussian_noise,3,17.35,dog,0.3578,0.3487
enhanced,gaussian_noise,3,17.35,horse,0.995,0.4298
enhanced,gaussian_noise,3,17.35,elephant,0.055,0.0209
enhanced,gaussian_noise,3,17.35,zebra,0.995,0.995
enhanced,gaussian_noise,3,17.35,giraffe,0.5243,0.2971
enhanced,gaussian_noise,3,17.35,umbrella,0.245,0.2205
enhanced,gaussian_noise,3,17.35,handbag,0.0092,0.0073
enhanced,gaussian_noise,3,17.35,skateboard,0.0,0.0
enhanced,gaussian_noise,3,17.35,bottle,0.4975,0.4975
enhanced,gaussian_noise,3,17.35,cup,0.1623,0.0863
enhanced,gaussian_noise,3,17.35,fork,0.5273,0.4616
enhanced,gaussian_noise,3,17.35,knife,0.2418,0.1353
enhanced,gaussian_noise,3,17.35,spoon,0.1658,0.0995
enhanced,gaussian_noise,3,17.35,bowl,0.8075,0.7048
enhanced,gaussian_noise,3,17.35,banana,0.3317,0.0995
enhanced,gaussian_noise,3,17.35,sandwich,0.0995,0.0896
enhanced,gaussian_noise,3,17.35,orange,0.0,0.0
enhanced,gaussian_noise,3,17.35,broccoli,0.995,0.995
enhanced,gaussian_noise,3,17.35,pizza,0.995,0.6965
enhanced,gaussian_noise,3,17.35,cake,0.4433,0.399
enhanced,gaussian_noise,3,17.35,chair,0.0939,0.0704
enhanced,gaussian_noise,3,17.35,potted plant,0.0356,0.0165
enhanced,gaussian_noise,3,17.35,bed,0.0765,0.0536
enhanced,gaussian_noise,3,17.35,dining table,0.5493,0.3199
enhanced,gaussian_noise,3,17.35,microwave,0.0,0.0
enhanced,gaussian_noise,3,17.35,oven,0.0825,0.0436
enhanced,gaussian_noise,3,17.35,sink,0.1421,0.0853
enhanced,gaussian_noise,3,17.35,refrigerator,0.995,0.398
enhanced,gaussian_noise,3,17.35,book,0.495,0.1381
enhanced,gaussian_noise,3,17.35,clock,0.995,0.5753
enhanced,gaussian_noise,3,17.35,vase,0.0985,0.0593
enhanced,gaussian_noise,3,17.35,teddy bear,0.0,0.0
enhanced,gaussian_noise,4,15.11,all,0.2233,0.1429
enhanced,gaussian_noise,4,15.11,person,0.2052,0.1413
enhanced,gaussian_noise,4,15.11,bicycle,0.0,0.0
enhanced,gaussian_noise,4,15.11,car,0.0442,0.0274
enhanced,gaussian_noise,4,15.11,motorcycle,0.555,0.3107
enhanced,gaussian_noise,4,15.11,airplane,0.1658,0.0788
enhanced,gaussian_noise,4,15.11,train,0.995,0.398
enhanced,gaussian_noise,4,15.11,truck,0.0094,0.0038
enhanced,gaussian_noise,4,15.11,stop sign,0.0,0.0
enhanced,gaussian_noise,4,15.11,bench,0.0,0.0
enhanced,gaussian_noise,4,15.11,bird,0.021,0.0082
enhanced,gaussian_noise,4,15.11,dog,0.39,0.3198
enhanced,gaussian_noise,4,15.11,horse,0.3475,0.1439
enhanced,gaussian_noise,4,15.11,elephant,0.2475,0.0495
enhanced,gaussian_noise,4,15.11,zebra,0.995,0.995
enhanced,gaussian_noise,4,15.11,giraffe,0.2555,0.1447
enhanced,gaussian_noise,4,15.11,umbrella,0.245,0.196
enhanced,gaussian_noise,4,15.11,handbag,0.015,0.006
enhanced,gaussian_noise,4,15.11,skateboard,0.0,0.0
enhanced,gaussian_noise,4,15.11,bottle,0.1244,0.0995
enhanced,gaussian_noise,4,15.11,cup,0.065,0.026
enhanced,gaussian_noise,4,15.11,fork,0.2475,0.2228
enhanced,gaussian_noise,4,15.11,knife,0.0074,0.0037
enhanced,gaussian_noise,4,15.11,spoon,0.0,0.0
enhanced,gaussian_noise,4,15.11,bowl,0.6021,0.4848
enhanced,gaussian_noise,4,15.11,banana,0.1106,0.0111
enhanced,gaussian_noise,4,15.11,sandwich,0.0553,0.0166
enhanced,gaussian_noise,4,15.11,orange,0.0,0.0
enhanced,gaussian_noise,4,15.11,broccoli,0.995,0.796
enhanced,gaussian_noise,4,15.11,pizza,0.2487,0.0936
enhanced,gaussian_noise,4,15.11,cake,0.5,0.5
enhanced,gaussian_noise,4,15.11,chair,0.0275,0.0145
enhanced,gaussian_noise,4,15.11,potted plant,0.0,0.0
enhanced,gaussian_noise,4,15.11,bed,0.0498,0.0298
enhanced,gaussian_noise,4,15.11,dining table,0.3377,0.232
enhanced,gaussian_noise,4,15.11,microwave,0.0,0.0
enhanced,gaussian_noise,4,15.11,oven,0.0,0.0
enhanced,gaussian_noise,4,15.11,sink,0.1421,0.0711
enhanced,gaussian_noise,4,15.11,refrigerator,0.3317,0.1327
enhanced,gaussian_noise,4,15.11,book,0.049,0.0441
enhanced,gaussian_noise,4,15.11,clock,0.995,0.3986
enhanced,gaussian_noise,4,15.11,vase,0.0,0.0
enhanced,gaussian_noise,4,15.11,teddy bear,0.0,0.0
enhanced,salt_pepper,1,19.44,all,0.6945,0.5072
enhanced,salt_pepper,1,19.44,person,0.6793,0.4404
enhanced,salt_pepper,1,19.44,bicycle,0.995,0.8955
enhanced,salt_pepper,1,19.44,car,0.2798,0.1834
enhanced,salt_pepper,1,19.44,motorcycle,0.9125,0.5975
enhanced,salt_pepper,1,19.44,airplane,0.995,0.8955
enhanced,salt_pepper,1,19.44,train,0.995,0.3648
enhanced,salt_pepper,1,19.44,truck,0.495,0.3135
enhanced,salt_pepper,1,19.44,stop sign,0.995,0.3648
enhanced,salt_pepper,1,19.44,bench,0.4403,0.2397
enhanced,salt_pepper,1,19.44,bird,0.846,0.4717
enhanced,salt_pepper,1,19.44,dog,0.5082,0.4744
enhanced,salt_pepper,1,19.44,horse,0.995,0.696
enhanced,salt_pepper,1,19.44,elephant,0.995,0.546
enhanced,salt_pepper,1,19.44,zebra,0.995,0.995
enhanced,salt_pepper,1,19.44,giraffe,0.8483,0.6309
enhanced,salt_pepper,1,19.44,umbrella,0.3363,0.3026
enhanced,salt_pepper,1,19.44,handbag,0.1,0.0143
enhanced,salt_pepper,1,19.44,skateboard,0.335,0.1843
enhanced,salt_pepper,1,19.44,bottle,0.4975,0.4477
enhanced,salt_pepper,1,19.44,cup,0.1729,0.1279
enhanced,salt_pepper,1,19.44,fork,0.5506,0.4733
enhanced,salt_pepper,1,19.44,knife,0.875,0.6379
enhanced,salt_pepper,1,19.44,spoon,0.995,0.8955
enhanced,salt_pepper,1,19.44,bowl,0.995,0.7766
enhanced,salt_pepper,1,19.44,banana,0.0905,0.0334
enhanced,salt_pepper,1,19.44,sandwich,0.3317,0.2985
enhanced,salt_pepper,1,19.44,orange,0.87,0.4549
enhanced,salt_pepper,1,19.44,broccoli,0.995,0.995
enhanced,salt_pepper,1,19.44,pizza,0.995,0.796
enhanced,salt_pepper,1,19.44,cake,0.753,0.5919
enhanced,salt_pepper,1,19.44,chair,0.4277,0.3102
enhanced,salt_pepper,1,19.44,potted plant,0.7172,0.3832
enhanced,salt_pepper,1,19.44,bed,0.995,0.597
enhanced,salt_pepper,1,19.44,dining table,0.4472,0.3288
enhanced,salt_pepper,1,19.44,microwave,0.995,0.8955
enhanced,salt_pepper,1,19.44,oven,0.495,0.495
enhanced,salt_pepper,1,19.44,sink,0.995,0.6965
enhanced,salt_pepper,1,19.44,refrigerator,0.995,0.6965
enhanced,salt_pepper,1,19.44,book,0.6021,0.3405
enhanced,salt_pepper,1,19.44,clock,0.863,0.7371
enhanced,salt_pepper,1,19.44,vase,0.695,0.675
enhanced,salt_pepper,1,19.44,teddy bear,0.0765,0.0077
enhanced,salt_pepper,2,19.32,all,0.6815,0.5028
enhanced,salt_pepper,2,19.32,person,0.6722,0.4457
enhanced,salt_pepper,2,19.32,bicycle,0.995,0.8955
enhanced,salt_pepper,2,19.32,car,0.2737,0.1919
enhanced,salt_pepper,2,19.32,motorcycle,0.995,0.642
enhanced,salt_pepper,2,19.32,airplane,0.995,0.8955
